Incident,RequestedBy,Description,Category,Solution_code,Start_Date,End_Date,Status,Assignement_Group,Ticket_Criticality,Env,SolvedBy
INC00014774,Veda Slater,Tableau Extract refresh is failing in Prod frequently with SSL_read error when trying to refresh from Hive Tables,Technical Failure,Amend Configuration,5/11/2021 10:41,5/18/2021 6:41,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,PROD,Odin Potter
INC00014775,Carlos Reed,adding spark packages in CDSW,Capacity,Housekeeping,5/9/2023 19:09,5/11/2023 12:09,Resolved,HADOOP_ENGG,3-Moderate,SIT,Seth Holder
INC00014776,Brenna Lott,Hive Slowness,Capacity,Additional Capacity,6/30/2022 22:48,7/7/2022 14:48,In-Progress,HADOOP_ENGG,4-Low,SIT,Pamela Hancock
INC00014777,Ciara Bentley,Ranger autorization failed,Configuration,Amend Configuration,6/18/2022 17:57,6/23/2022 3:57,Resolved,HADOOP_SUPPORT_L2,2-High,PROD,Winston Schultz
INC00014778,Bruno Barry,Hive Slowness,Capacity,Additional Capacity,1/21/2020 9:35,1/24/2020 12:35,On-Hold,HADOOP_SUPPORT_L2,1-Critical,SIT,Zayne Gonzales
INC00014779,Wade Dodson,Able to access Hadoop Tables through Hive, but not through impala,Cancelled,12/17/2020 5:12,12/22/2020 18:12,Resolved,HADOOP_SUPPORT_L3,2-High,SIT,Kaydence Luna
INC00014780,Hillary Walsh,Spark client always fails,Configuration,Amend Configuration,6/22/2022 17:08,6/24/2022 2:08,Resolved,HADOOP_SUPPORT_L2,3-Moderate,UAT,Kiera Gallegos
INC00014781,Catherine Holmes,Unable to execute multiple table joined queries in Spark shell,Configuration,Amend Configuration,3/29/2021 19:08,4/9/2021 3:08,Resolved,HADOOP_SUPPORT_L2,4-Low,PROD,Edwin Ali
INC00014782,Rogan Sutton,Unable to execute multiple table joined queries in Spark shell,Configuration,Amend Configuration,1/13/2021 15:01,1/20/2021 0:01,Resolved,HADOOP_SUPPORT_L3,1-Critical,UAT,Dale Oliver
INC00014783,Maya Hunt,Unable to create hive table in UAT env,No Fault Found,No Action Taken,3/28/2021 18:23,3/30/2021 17:23,On-Hold,HADOOP_SUPPORT_L2,1-Critical,DEV,Damari Mcgrath
INC00014784,James Brooks,Urgent - cannot access hue ,User Access,Permissions Updated,2/8/2023 7:01,2/9/2023 3:01,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,PROD,Edwin Ali
INC00014785,Kennedy Solis,Not able to access database HIVE in  prod,Dependent System,Workaround,2/16/2023 16:56,2/21/2023 23:56,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,DEV,Savanah Ho
INC00014786,Kate Ellis,i am not able execute oozie workflow,Miscategorised,Training/Advise,6/24/2021 10:21,6/27/2021 6:21,New,HADOOP_SUPPORT_L3,3-Moderate,UAT,Sandra Myers
INC00014787,Isadora Gilmore,Unable to execute multiple table joined queries in Spark shell,Configuration,Amend Configuration,4/18/2021 2:13,4/28/2021 0:13,Closed,HADOOP_SUPPORT_L3,3-Moderate,DEV,Ariana Avila
INC00014788,Emily Edwards,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,10/21/2022 13:00,10/27/2022 4:00,In-Progress,HADOOP_ENGG,3-Moderate,UAT,Landin Vaughn
INC00014789,Shoshana Miranda,Error when trying to log in to HUE DR,User Access,Permissions Updated,4/8/2020 19:28,4/20/2020 3:28,Resolved,HADOOP_SUPPORT_L3,3-Moderate,DEV,Laci Acosta
INC00014790,Moana Griffin,Urgent configuration correction required on Resource scheduler for roots.xyz queue,Configuration,Amend Configuration,5/1/2021 21:06,5/13/2021 3:06,Closed,HADOOP_SUPPORT_L3,3-Moderate,DEV,Uriel Howell
INC00014791,Darryl Baldwin,Spark connected jobs are failing,Capacity,Workaround,3/7/2023 3:13,3/10/2023 18:13,Resolved,HADOOP_SUPPORT_L1,2-High,SIT,Jaquan Mcclure
INC00014792,Ursa Holder,Facing yarn cluster issue in UAT,Configuration,Workaround,7/22/2020 4:42,7/28/2020 3:42,On-Hold,HADOOP_ENGG,2-High,UAT,Yurem Montes
INC00014793,Adam Alvarez,Hue Authentication getting expired repeatedly,Configuration,Workaround,6/13/2020 21:28,6/16/2020 22:28,Closed,HADOOP_SUPPORT_L3,1-Critical,DEV,Eva Underwood
INC00014794,Joy Patterson,issue with hive property modification,Configuration,Workaround,6/16/2020 5:38,6/16/2020 23:38,On-Hold,HADOOP_SUPPORT_L2,1-Critical,DEV,Alana Hughes
INC00014795,Sawyer Spencer,"getting ""OutOfMemoryError: Java heap space"" error in  job run",Configuration,Amend Configuration,9/28/2021 4:35,10/1/2021 14:35,Resolved,HADOOP_ENGG,1-Critical,DEV,Seth Holder
INC00014796,Martha Rich,Spark client always fails,Configuration,Amend Configuration,9/12/2021 20:40,9/14/2021 19:40,Closed,HADOOP_SUPPORT_L3,3-Moderate,UAT,Kaydence Luna
INC00014797,Eleanor Walker,New account for HUE, ACL for any new project space of EAP Cluster,Miscategorised,4/17/2021 20:22,4/29/2021 16:22,Resolved,HADOOP_SUPPORT_L3,4-Low,DEV,Sandra Myers
INC00014798,Abraham Cooper,grant db level access to user in ranger,User Access,Permissions Updated,1/15/2023 19:41,1/26/2023 8:41,On-Hold,HADOOP_ENGG,2-High,SIT,Landin Vaughn
INC00014799,Aiden Foster,unable to connect to hive service down,Access,Access Permissions Modified,2/3/2021 4:27,2/8/2021 4:27,On-Hold,HADOOP_ENGG,1-Critical,DEV,Yurem Montes
INC00014800,Ellia Roberts,Need Help for Oozie and spark testing ,Configuration,Workaround,4/12/2023 21:48,4/22/2023 18:48,On-Hold,HADOOP_SUPPORT_L2,1-Critical,PROD,Damari Mcgrath
INC00014801,Kibo Hurst,Hive/Implala issue ,Capacity,Workaround,6/22/2022 18:58,6/25/2022 18:58,Closed,HADOOP_ENGG,3-Moderate,SIT,Chloe Anderson
INC00014802,Kaseem Keith,Unix_timestamp is not working in Hive its giving null Value.,Configuration,Amend Configuration,9/10/2021 10:31,9/14/2021 17:31,On-Hold,HADOOP_ENGG,1-Critical,UAT,Yurem Montes
INC00014803,Ada Cameron,Unable to schedule oozie_workflow,Account Administration,Workaround,9/5/2021 9:17,9/8/2021 13:17,Closed,HADOOP_SUPPORT_L3,4-Low,UAT,Dale Oliver
INC00014804,George Davis,oozie logs not showing in  HUE,Configuration,Workaround,2/6/2023 13:21,2/11/2023 0:21,In-Progress,HADOOP_ENGG,2-High,DEV,Yurem Montes
INC00014805,Miranda Murphy,UAT  spark submit not going to the designated queue,Configuration,Amend Configuration,1/9/2021 0:10,1/11/2021 8:10,New,HADOOP_SUPPORT_L3,2-High,UAT,Iyana Stein
INC00014806,Robert Cole,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,Miscategorised,3/27/2022 1:37,4/2/2022 23:37,Resolved,HADOOP_SUPPORT_L1,4-Low,DEV,Edwin Brennan
INC00014807,Naomi Hill,Data Quality Issue in Oozie Export Jobs,Configuration,Workaround,11/16/2021 13:21,11/23/2021 10:21,Closed,HADOOP_ENGG,4-Low,SIT,Landin Vaughn
INC00014808,Walter Anderson,Hive and Oozie is  down.,Known Error,Workaround,5/2/2023 3:45,5/8/2023 12:45,In-Progress,HADOOP_ENGG,4-Low,SIT,Pamela Hancock
INC00014809,Daniel Foster,All jobs stuck in Spark Command,User Access,Permissions Updated,5/21/2021 23:57,5/23/2021 2:57,In-Progress,HADOOP_SUPPORT_L3,2-High,PROD,Odin Potter
INC00014810,Tyler Walker,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,User Error,7/25/2020 18:20,7/27/2020 13:20,Closed,HADOOP_SUPPORT_L2,2-High,PROD,Winston Schultz
INC00014811,Renee Burks,While running queries in HUE I keep getting following error: : FAILED: Execution Error, return code 1 from org.apache.hadoop.hive.ql.exec.tez.TezTask,User Error,3/11/2022 5:22,3/17/2022 19:22,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,PROD,Kenny Kennedy
INC00014812,Curran Joseph,Unable to run spark job ,No Fault Found,Workaround,8/8/2022 7:51,8/11/2022 1:51,In-Progress,HADOOP_SUPPORT_L1,4-Low,SIT,Edwin Brennan
INC00014813,Aida Carroll,Facing issue with Yarn jobs,Configuration,Amend Configuration,8/5/2022 16:07,8/14/2022 12:07,New,HADOOP_ENGG,1-Critical,SIT,Yurem Montes
INC00014814,Cedric Webb,Transferring empty file to HDFS when trying to send files via webHDFS protocol,Data-Transaction,Workaround,11/13/2020 23:00,11/20/2020 12:00,In-Progress,HADOOP_SUPPORT_L2,2-High,DEV,Damari Mcgrath
INC00014815,Quentin Santos,We have a job abend due to org.apache.hadoop.hdfs.BlockMissingException for application,Capacity,Housekeeping,3/4/2023 5:32,3/8/2023 4:32,New,HADOOP_SUPPORT_L3,4-Low,SIT,Iyana Stein
INC00014816,Edward Mason,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,4/21/2023 9:16,4/23/2023 3:16,New,HADOOP_SUPPORT_L3,2-High,PROD,Laci Acosta
INC00014817,Amena Justice,Urgent configuration correction required on Resource scheduler for queue,Configuration,Workaround,7/18/2022 16:00,7/18/2022 23:00,On-Hold,HADOOP_SUPPORT_L2,3-Moderate,DEV,Isabella Sheppard
INC00014818,Perry Stuart,HDFS NFS gateway and CDH installation (using packages) failedin HDFS,Configuration,Workaround,9/2/2021 8:30,9/2/2021 13:30,Resolved,HADOOP_SUPPORT_L3,1-Critical,DEV,Odin Potter
INC00014819,Cherry Brown,Production queue  resources update,Account Administration,Additional Capacity,4/7/2023 8:32,4/15/2023 9:32,In-Progress,HADOOP_ENGG,4-Low,PROD,Yurem Montes
INC00014820,Melissa Beach,"Please change the owner of the below  diretory and file to ""john"" from ""hive""",User Access,Permissions Updated,3/12/2021 7:14,3/16/2021 4:14,Closed,HADOOP_SUPPORT_L3,2-High,SIT,Iyana Stein
INC00014821,Wylie Steele,Error while executing pySpark jobs,No Fault Found,No Action Taken,1/12/2022 0:49,1/22/2022 7:49,On-Hold,HADOOP_SUPPORT_L2,2-High,UAT,Rashad Allen
INC00014822,Sawyer Andrews,Potential data corruption due to race conditions between concurrent block read and write,Data Related,Workaround,9/26/2022 9:50,10/6/2022 8:50,On-Hold,HADOOP_SUPPORT_L3,2-High,PROD,Kaydence Luna
INC00014823,Quin Lara,HUE not working, it is down since more than 2 hours,Capacity,3/8/2022 2:06,3/19/2022 23:06,Closed,HADOOP_SUPPORT_L2,4-Low,DEV,Kiera Gallegos
INC00014824,Martin Hooper,oozie logs not showing in  HUE,Configuration,Workaround,12/8/2022 18:27,12/19/2022 3:27,Closed,HADOOP_SUPPORT_L2,3-Moderate,DEV,Rashad Allen
INC00014825,Aphrodite Wong,pyspark >>> Permission denied,Access,User Configuration,2/25/2020 6:28,3/3/2020 13:28,On-Hold,HADOOP_SUPPORT_L1,2-High,UAT,Lacey Cole
INC00014826,Kelly Richmond,Hive Slowness,Capacity,Additional Capacity,4/6/2023 21:21,4/12/2023 21:21,In-Progress,HADOOP_SUPPORT_L1,2-High,SIT,Marianna Stafford
INC00014827,Robert Holmes,Error char format uploading file in hdfs,Transaction Data,Ci Reboot,7/18/2020 0:34,7/20/2020 21:34,In-Progress,HADOOP_SUPPORT_L2,3-Moderate,DEV,Alana Hughes
INC00014828,Perry Stuart,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,4/27/2020 18:50,4/30/2020 7:50,On-Hold,HADOOP_ENGG,3-Moderate,UAT,Landin Vaughn
INC00014829,Fiona Richards,ACL Issue - Unable to access Hue Database Report,User Access,Permissions Updated,9/4/2021 4:10,9/7/2021 7:10,Resolved,HADOOP_SUPPORT_L2,3-Moderate,SIT,Sullivan Preston
INC00014830,Camila Alexander,webHDFS  namenode operations Failing,Data,Workaround,4/26/2022 17:26,5/5/2022 15:26,Closed,HADOOP_SUPPORT_L3,2-High,SIT,Laci Acosta
INC00014831,Roland Ellis,Slowness in Hue,Capacity,Workaround,4/18/2021 10:46,4/28/2021 15:46,New,HADOOP_SUPPORT_L2,3-Moderate,DEV,Alana Hughes
INC00014832,Faith Walsh,Business user is getting error while accessing hue.,Troubleshooting Fix,Workaround,7/28/2022 11:06,8/7/2022 4:06,Resolved,HADOOP_SUPPORT_L3,4-Low,SIT,Laci Acosta
INC00014833,Mike Edwards,DistCp between unencrypted and encrypted locations fails,Datacopy,Data Copied,2/20/2022 10:05,2/22/2022 10:05,Closed,HADOOP_SUPPORT_L2,2-High,UAT,Alana Hughes
INC00014834,Herrod Day,Increase resources capacity for Queue,Capacity,No Action Taken,5/14/2021 5:15,5/21/2021 18:15,Closed,HADOOP_ENGG,2-High,UAT,Landin Vaughn
INC00014835,Brooke Russell,Please provide resource details for all the queue associated ,Configuration,Workaround,7/8/2021 9:22,7/18/2021 6:22,Closed,HADOOP_SUPPORT_L1,3-Moderate,PROD,Lacey Cole
INC00014836,Xyla Grant,Cannot loging into HUE (Impala) on EAP UAT,Miscategorised,Training/Advise,4/26/2023 12:24,4/29/2023 15:24,Resolved,HADOOP_SUPPORT_L2,1-Critical,PROD,Alana Hughes
INC00014837,Robert Holmes,Getting error while running spark2 cmd mention below.,Capacity,Workaround,5/21/2020 19:39,5/26/2020 19:39,Closed,HADOOP_SUPPORT_L1,2-High,PROD,Alyvia Baker
INC00014838,Hanna Forbes,New account for HUE, ACL for any new project space of EAP Cluster,Miscategorised,7/27/2021 19:09,8/6/2021 7:09,Closed,HADOOP_SUPPORT_L3,4-Low,SIT,Laci Acosta
INC00014839,Jackson Phelps,Unable to schedule wf_invalid. hue-oozie-1674471069.81,Account Administration,Training/Advise,3/10/2020 22:37,3/20/2020 14:37,On-Hold,HADOOP_SUPPORT_L1,1-Critical,SIT,Esmeralda Maldonado
INC00014840,Amanda Parker,Kindly check and let me know is it possible to add additional resource to hadoop_global,Capacity,Additional Capacity,11/15/2020 20:31,11/17/2020 6:31,New,HADOOP_SUPPORT_L2,3-Moderate,SIT,Damari Mcgrath
INC00014841,Brooke Rogers,Slowness in Hue,Capacity,Workaround,12/9/2020 11:46,12/19/2020 20:46,Resolved,HADOOP_ENGG,3-Moderate,SIT,Chloe Anderson
INC00014842,William Allen,Unable to access  hive from jupiter,Dependent System,Workaround,5/20/2022 10:51,5/26/2022 13:51,In-Progress,HADOOP_SUPPORT_L1,2-High,PROD,Alonzo Berger
INC00014843,Jin Rivas,Hadoop LdapGroupsMapping does not support LDAPS for self-signed LDAP server,User Access,Permissions Updated,10/13/2021 7:16,10/21/2021 16:16,New,HADOOP_ENGG,1-Critical,UAT,Yurem Montes
INC00014844,Talon Wooten,Cannot create spark session,Configuration,Amend Configuration,5/6/2020 17:21,5/7/2020 10:21,On-Hold,HADOOP_SUPPORT_L1,4-Low,DEV,Nyla Reid
INC00014845,Walter Myers,Issue in Hive,Capacity,Housekeeping,5/8/2023 8:57,5/16/2023 8:57,Resolved,HADOOP_SUPPORT_L2,1-Critical,DEV,Isabella Sheppard
INC00014846,Antony Owens,We have a job abend due to org.apache.hadoop.hdfs.BlockMissingException for application,Capacity,Housekeeping,8/1/2022 8:46,8/8/2022 8:46,In-Progress,HADOOP_SUPPORT_L2,4-Low,PROD,Colton Robertson
INC00014847,Derek Bennett,unable to connect to hive service down,Access,Access Permissions Modified,8/25/2020 23:47,9/3/2020 0:47,In-Progress,HADOOP_SUPPORT_L3,3-Moderate,SIT,Odin Potter
INC00014848,Teegan Barrett,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,4/17/2023 23:39,4/20/2023 21:39,Closed,HADOOP_SUPPORT_L2,4-Low,DEV,Rashad Allen
INC00014849,Steven Bailey,Can not access to HUE,User Access,Permissions Updated,12/1/2020 4:05,12/11/2020 5:05,New,HADOOP_ENGG,2-High,UAT,Yurem Montes
INC00014850,Naomi Hill,Few Issues and questions on Impala and Hive,Miscategorised,Training/Advise,2/18/2023 20:21,2/26/2023 10:21,On-Hold,HADOOP_SUPPORT_L1,4-Low,SIT,Alonzo Berger
INC00014851,Mona Pitts,Please provide resource details for all the queue associated ,Configuration,Workaround,7/26/2021 16:21,7/29/2021 18:21,On-Hold,HADOOP_SUPPORT_L2,4-Low,DEV,Colton Robertson
INC00014852,Madison Puckett,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,7/24/2022 0:00,7/24/2022 11:00,New,HADOOP_SUPPORT_L2,1-Critical,PROD,Kenny Kennedy
INC00014853,Dexter Murphy,﻿Short Description,Category,Solution code,1/24/2020 13:53,1/31/2020 15:53,New,HADOOP_SUPPORT_L1,4-Low,UAT,Alonzo Berger
INC00014854,Zachery Solomon,HDFS files/folder details,Capacity,Workaround,4/21/2021 14:22,4/24/2021 1:22,On-Hold,HADOOP_SUPPORT_L3,2-High,DEV,Uriel Howell
INC00014855,Mallory Whitehead,DistCp between unencrypted and encrypted locations fails,Datacopy,Data Copied,3/15/2022 14:42,3/17/2022 12:42,In-Progress,HADOOP_SUPPORT_L2,2-High,UAT,Winston Schultz
INC00014856,Rafael Conner,Unable to access  hive from jupiter,Dependent System,Workaround,2/25/2021 10:46,3/5/2021 18:46,Resolved,HADOOP_SUPPORT_L2,4-Low,UAT,Damari Mcgrath
INC00014857,Jason Heath,Created Hive ODBC is unable to load data,Dependent System,Workaround,2/5/2020 14:21,2/8/2020 21:21,In-Progress,HADOOP_SUPPORT_L3,1-Critical,PROD,Uriel Howell
INC00014858,Talon Wooten,Exception: Python in worker has different version 3.6 than that in driver 3.7, PySpark cannot run,Configuration,4/16/2021 2:50,4/23/2021 3:50,In-Progress,HADOOP_SUPPORT_L1,2-High,SIT,Kyra Velazquez
INC00014859,Eddy Davis,Unable to create hive table in UAT env,No Fault Found,No Action Taken,6/9/2020 15:50,6/21/2020 12:50,Closed,HADOOP_SUPPORT_L2,2-High,DEV,Colton Robertson
INC00014860,Cadie Andrews,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,4/24/2020 9:29,4/26/2020 10:29,Resolved,HADOOP_SUPPORT_L1,1-Critical,PROD,Alyvia Baker
INC00014861,Alisa Alexander,User are not able to access Hue on PROD environment,Account Administration,Training/Advise,1/13/2020 6:42,1/18/2020 6:42,New,HADOOP_SUPPORT_L2,4-Low,SIT,Rashad Allen
INC00014862,Dexter Harris,org.apache.hadoop.hdfs.BlockMissingException in HDFS,Replication,Service Restarted,4/1/2022 11:20,4/13/2022 9:20,Closed,HADOOP_SUPPORT_L1,3-Moderate,SIT,Savanah Ho
INC00014863,Kirby Durham,Transferring empty file to HDFS when trying to send files via webHDFS protocol,Data-Transaction,Workaround,6/12/2022 8:29,6/21/2022 12:29,On-Hold,HADOOP_SUPPORT_L3,1-Critical,PROD,Sandra Myers
INC00014864,Teegan Barrett,CDP | Production jobs failing with Hive Client errors,No Fault Found,Training/Advise,2/11/2023 18:28,2/15/2023 1:28,New,HADOOP_ENGG,2-High,DEV,Landin Vaughn
INC00014865,Kibo Hurst,CONTROL-M PROD  RANGER AUIDT FAILURE,Configuration,Workaround,5/5/2023 16:24,5/12/2023 3:24,Closed,HADOOP_ENGG,1-Critical,SIT,Chloe Anderson
INC00014866,Sydney Craig,Hive and Oozie is  down.,Known Error,Workaround,8/23/2020 22:02,8/27/2020 3:02,New,HADOOP_SUPPORT_L1,4-Low,UAT,Alonzo Berger
INC00014867,Oscar Taylor,HUE not working, it is down since more than 2 hours,Capacity,11/28/2022 6:49,11/28/2022 11:49,In-Progress,HADOOP_SUPPORT_L1,2-High,PROD,Shirley Randolph
INC00014868,Upton Hayes,Unable to start a spark session,Dependent System,No Action Taken,9/16/2022 8:43,9/20/2022 5:43,Closed,HADOOP_SUPPORT_L3,4-Low,DEV,Dale Oliver
INC00014869,Victoria Morris,Not able to run workflow from Hue in PROD.,User Access,Permissions Updated,2/3/2021 9:45,2/4/2021 4:45,New,HADOOP_SUPPORT_L1,4-Low,DEV,Savanah Ho
INC00014870,Penelope Summers,﻿Short Description,Category,Solution code,5/18/2023 22:01,5/22/2023 9:01,Closed,HADOOP_SUPPORT_L1,4-Low,UAT,Keaton Forbes
INC00014871,Jenna Morris,Killed Spark jobs are visible in Spark history server and holding on to resources causing further delay for other jobs,Capacity,Workaround,7/11/2022 10:18,7/19/2022 5:18,On-Hold,HADOOP_SUPPORT_L1,4-Low,DEV,Alonzo Berger
INC00014872,Barrett Chen,Change /user/spark retention period from 30 to 15 days in all UAT clusters.,Configuration,Amend Configuration,2/27/2023 13:05,3/9/2023 12:05,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,UAT,Ariana Avila
INC00014873,Daryl Davis,Users unable to access Hue after modifying ACL for users,User Access,Permissions Updated,6/1/2021 12:24,6/2/2021 0:24,New,HADOOP_SUPPORT_L3,1-Critical,SIT,Uriel Howell
INC00014874,Shoshana Miranda,oozie logs not showing in  HUE,Configuration,Workaround,2/17/2020 0:15,2/22/2020 12:15,Resolved,HADOOP_SUPPORT_L3,1-Critical,SIT,Dale Oliver
INC00014875,Mallory Whitehead,HDFS fails   ACL support for the NFS gateway,User Access,Permissions Updated,5/1/2021 7:32,5/1/2021 15:32,New,HADOOP_SUPPORT_L2,2-High,PROD,Rashad Allen
INC00014876,Xavier Watson,Spark jobs are failing as namespace quote is full,Capacity,Housekeeping,3/15/2022 20:29,3/23/2022 13:29,Resolved,HADOOP_SUPPORT_L3,4-Low,DEV,Dale Oliver
INC00014877,Carlos Evans,Exception: Python in worker has different version 3.6 than that in driver 3.7, PySpark cannot run,Configuration,5/1/2023 20:44,5/2/2023 5:44,New,HADOOP_SUPPORT_L3,2-High,PROD,Sandra Myers
INC00014878,Teegan Barrett,Unable to execute multiple table joined queries in Spark shell,Configuration,Amend Configuration,8/8/2022 21:35,8/18/2022 9:35,In-Progress,HADOOP_ENGG,4-Low,SIT,Chloe Anderson
INC00014879,Molly Ray,Increase resources capacity for Queue,Capacity,No Action Taken,11/19/2020 17:37,11/28/2020 9:37,Closed,HADOOP_SUPPORT_L1,4-Low,PROD,Alonzo Berger
INC00014880,Michelle Bennett,Job aborted abruptly,Capacity,Housekeeping,9/23/2021 7:32,10/1/2021 17:32,Closed,HADOOP_ENGG,3-Moderate,DEV,Landin Vaughn
INC00014881,Maggy King,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),Capacity,Additional Capacity,4/13/2022 12:38,4/19/2022 4:38,In-Progress,HADOOP_ENGG,2-High,DEV,Chloe Anderson
INC00014882,Julia Adams,Not able to run workflow from Hue in PROD.,User Access,Permissions Updated,2/2/2021 6:08,2/5/2021 3:08,On-Hold,HADOOP_SUPPORT_L2,4-Low,DEV,Sullivan Preston
INC00014883,Luke Walker,PROD | webHDFS  namenode operations Failing,Configuration,Workaround,3/13/2020 23:42,3/17/2020 15:42,Resolved,HADOOP_SUPPORT_L3,4-Low,SIT,Laci Acosta
INC00014884,Giacomo Erickson,Facing yarn cluster issue in UAT,Configuration,Workaround,9/28/2020 9:59,10/8/2020 20:59,On-Hold,HADOOP_SUPPORT_L3,3-Moderate,PROD,Dale Oliver
INC00014885,Agata Rogers,﻿Short Description,Category,Solution code,4/4/2023 10:22,4/7/2023 10:22,Resolved,HADOOP_ENGG,2-High,UAT,Pamela Hancock
INC00014886,Ethan Ramsey,Error when trying to log in to HUE DR,Configuration,Workaround,9/3/2022 21:35,9/10/2022 0:35,New,HADOOP_SUPPORT_L2,4-Low,PROD,Colt Chandler
INC00014887,Elise Higgins,Error char format uploading file in hdfs,Transaction Data,Ci Reboot,9/10/2021 13:39,9/21/2021 22:39,Resolved,HADOOP_SUPPORT_L2,2-High,DEV,Rashad Allen
INC00014888,Michael Baker,Ranger autorization failed,Configuration,Amend Configuration,8/4/2021 16:16,8/10/2021 4:16,In-Progress,HADOOP_SUPPORT_L1,3-Moderate,PROD,Esmeralda Maldonado
INC00014889,Eleanor Walker,Not able to access database HIVE in  prod,Dependent System,Workaround,3/29/2023 18:36,3/30/2023 16:36,New,HADOOP_ENGG,3-Moderate,DEV,Chloe Anderson
INC00014890,Yeo Hamilton,Can't connect to HIVE UAT,Miscategorised,No Action Taken,1/24/2023 22:12,1/26/2023 2:12,On-Hold,HADOOP_SUPPORT_L2,4-Low,PROD,Colton Robertson
INC00014891,James Johnson,Error when trying to log in to HUE DR,User Access,Permissions Updated,1/19/2023 4:53,1/21/2023 18:53,In-Progress,HADOOP_SUPPORT_L3,4-Low,DEV,Uriel Howell
INC00014892,Oliver Alexander,Transferring empty file to HDFS when trying to send files via webHDFS protocol,Data-Transaction,Workaround,2/27/2021 21:29,3/9/2021 7:29,Closed,HADOOP_ENGG,1-Critical,PROD,Landin Vaughn
INC00014893,Regina Cotton,Not able to open spark-shell terminal,Configuration,Workaround,9/28/2022 23:31,9/29/2022 8:31,On-Hold,HADOOP_SUPPORT_L3,1-Critical,PROD,Guadalupe Mcneil
INC00014894,Cameron Hunt,Job stuck with HS2,No Fault Found,Training/Advise,8/22/2022 7:08,8/24/2022 21:08,New,HADOOP_SUPPORT_L3,2-High,UAT,Dale Oliver
INC00014895,Wylie Steele,HDFS ranger policy missing,Configuration,Workaround,3/25/2021 9:32,4/5/2021 14:32,Resolved,HADOOP_SUPPORT_L1,4-Low,DEV,Marianna Stafford
INC00014896,Amber Mitchell,spark submit fails ,Miscategorised,Training/Advise,10/22/2022 11:59,10/25/2022 17:59,On-Hold,HADOOP_SUPPORT_L2,2-High,SIT,Colton Robertson
INC00014897,Vincent Anderson,User is not able to access hue url. Getting UnboundLocalError,Configuration,Amend Configuration,12/30/2020 14:37,1/6/2021 19:37,Closed,HADOOP_SUPPORT_L1,3-Moderate,PROD,Rosemary Bell
INC00014898,Victoria Morris,CDP | Production jobs failing with Hive Client errors,No Fault Found,Training/Advise,6/15/2021 19:20,6/27/2021 18:20,Resolved,HADOOP_SUPPORT_L2,2-High,DEV,Sullivan Preston
INC00014899,Sasha Dickerson,Caused by: org.apache.hadoop.hdfs.BlockMissingException,Configuration,Workaround,8/11/2021 5:25,8/23/2021 0:25,New,HADOOP_ENGG,4-Low,UAT,Pamela Hancock
INC00014900,Briony Moore,Facing Project Space Memory Issue- can't run query in HUE (hive/Impala),No Fault Found,No Action Taken,4/17/2023 20:40,4/18/2023 3:40,On-Hold,HADOOP_SUPPORT_L1,1-Critical,DEV,Alonzo Berger
INC00014901,Arden Pickett,﻿Short Description,Category,Solution code,2/27/2020 0:42,2/28/2020 18:42,Closed,HADOOP_SUPPORT_L3,1-Critical,DEV,Dale Oliver
INC00014902,Honey Barnes,Urgent - cannot access hue ,User Access,Permissions Updated,5/18/2023 4:54,5/26/2023 22:54,In-Progress,HADOOP_ENGG,2-High,DEV,Landin Vaughn
INC00014903,Leah Shannon,Hive issue,Configuration,Amend Configuration,3/13/2020 0:12,3/20/2020 9:12,Resolved,HADOOP_SUPPORT_L2,4-Low,PROD,Damari Mcgrath
INC00014904,Edward Montgomery,copying jars to hdfs for spark shell fast loading from windows,Configuration,Workaround,8/6/2021 13:11,8/17/2021 22:11,Resolved,HADOOP_SUPPORT_L3,3-Moderate,DEV,Ariana Avila
INC00014905,Tyler Dominguez,adding spark packages in CDSW,Capacity,Housekeeping,6/17/2020 1:08,6/22/2020 16:08,New,HADOOP_SUPPORT_L2,4-Low,DEV,Winston Schultz
INC00014906,Abigail Cunningham,HUE Memory Limit Issue,Configuration,Workaround,7/22/2022 13:13,7/29/2022 12:13,Closed,HADOOP_SUPPORT_L1,1-Critical,PROD,Alyvia Baker
INC00014907,Keegan Bell,DiskBalancer Occasionally Emits False Error Messages,Configuration,Workaround,5/9/2022 17:05,5/11/2022 3:05,On-Hold,HADOOP_ENGG,2-High,DEV,Pamela Hancock
